PONOT2026022154100JOUTSENO                      JOUTSENO                                              198811011FI1C5Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2026022160450MUNAKKA                       MUNAKKA                                               199706011FI194Etelä-Pohjanmaa               Södra Österbotten             145Ilmajoki            Ilmajoki            1
PONOT2026022172360NÄRHILÄ                       NÄRHILÄ                                               198805011FI1D2Pohjois-Savo                  Norra Savolax                 921Vesanto             Vesanto             1
PONOT2026022177580TIHUSNIEMI                    TIHUSNIEMI                                            199607051FI1D1Etelä-Savo                    Södra Savolax                 593Pieksämäki          Pieksämäki          1
PONOT2026022182580JUURIKKA                      JUURIKKA                                              198805121FI1D3Pohjois-Karjala               Norra Karelen                 260Kitee               Kitee               1
PONOT2026022192650LAAKKOLA                      LAAKKOLA                                              198601011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             791Siikalatva          Siikalatva          1
PONOT2026022196400ROVANIEMI                     ROVANIEMI                     ROI                     198811011FI1D7Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2026022199190HANHIMAA                      HANHIMAA                                              198601011FI1D7Lappi                         Lappland                      261Kittilä             Kittilä             1
PONOT2026022100191HELSINKI                      HELSINGFORS                                           201502232FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2026022112700LOPPI                         LOPPI                                                 198810011FI1C2Kanta-Häme                    Egentliga Tavastland          433Loppi               Loppi               1
PONOT2026022116900LAMMI                         LAMMI                                                 198810011FI1C2Kanta-Häme                    Egentliga Tavastland          109Hämeenlinna         Tavastehus          1
PONOT2026022117500PADASJOKI                     PADASJOKI                                             198811011FI1C3Päijät-Häme                   Päijänne-Tavastland           576Padasjoki           Padasjoki           1
PONOT2026022121250MASKU                         MASKU                                                 200106111FI1C1Varsinais-Suomi               Egentliga Finland             481Masku               Masku               1
PONOT2026022141925YLÄ-KINTAUS                   YLÄ-KINTAUS                                           198601011FI193Keski-Suomi                   Mellersta Finland             592Petäjävesi          Petäjävesi          1
PONOT2026022146140VEKARANJÄRVI                  VEKARANJÄRVI                                          198805061FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2026022161250JALASTO                       JALASTO                                               198811011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2026022163510LEHTIMÄKI KK                  LEHTIMÄKI KK                                          198601011FI194Etelä-Pohjanmaa               Södra Österbotten             005Alajärvi            Alajärvi            1
PONOT2026022178300VARKAUS                       VARKAUS                       VRK                     198811011FI1D2Pohjois-Savo                  Norra Savolax                 915Varkaus             Varkaus             1
PONOT2026022179265PUPONMÄKI                     PUPONMÄKI                                             198601011FI1D2Pohjois-Savo                  Norra Savolax                 420Leppävirta          Leppävirta          1
PONOT2026022182865KOKINVAARA                    KOKINVAARA                                            198601011FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2026022187100KAJAANI                       KAJAANI                       KJ                      199704071FI1D8Kainuu                        Kajanaland                    205Kajaani             Kajana              1
PONOT2026022188200OTANMÄKI                      OTANMÄKI                                              200006261FI1D8Kainuu                        Kajanaland                    205Kajaani             Kajana              1
PONOT2026022103870HYÖNÖLÄ                       HYÖNÖLÄ                                               198601011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            444Lohja               Lojo                2
PONOT2026022113250HÄMEENLINNA                   HÄMEENLINNA                   HML                     198810011FI1C2Kanta-Häme                    Egentliga Tavastland          109Hämeenlinna         Tavastehus          1
PONOT2026022121450TARVASJOKI                    TARVASJOKI                                            200010101FI1C1Varsinais-Suomi               Egentliga Finland             423Lieto               Lundo               1
PONOT2026022125630SÄRKISALO                     FINBY                                                 199611041FI1C1Varsinais-Suomi               Egentliga Finland             734Salo                Salo                1
PONOT2026022138760VENESJÄRVI                    VENESJÄRVI                                            199610301FI196Satakunta                     Satakunda                     214Kankaanpää          Kankaanpää          1
PONOT2026022142700KEURUU                        KEURUU                                                198811011FI193Keski-Suomi                   Mellersta Finland             249Keuruu              Keuruu              1
PONOT2026022146910ANJALA                        ANJALA                                                200907011FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2026022151901JUVA                          JUVA                                                  199511152FI1D1Etelä-Savo                    Södra Savolax                 178Juva                Juva                1
PONOT2026022152510HIETANEN                      HIETANEN                                              198811011FI1D1Etelä-Savo                    Södra Savolax                 491Mikkeli             S:t Michel          1
PONOT2026022158360SÄIMEN                        SÄIMEN                                                199705141FI1D1Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2026022166800ORAVAINEN                     ORAVAIS                                               199703241FI195Pohjanmaa                     Österbotten                   946Vöyri               Vörå                2
PONOT2026022170910VUORELA                       VUORELA                                               198705011FI1D2Pohjois-Savo                  Norra Savolax                 749Siilinjärvi         Siilinjärvi         1
PONOT2026022199860NELLIM                        NELLIM                                                199702171FI1D7Lappi                         Lappland                      148Inari               Enare               1
PONOT2026022101710VANTAA                        VANDA                                                 198811011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            092Vantaa              Vanda               2
PONOT2026022104321TUUSULA                       TUUSULA                                               200512162FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            858Tuusula             Tusby               1
PONOT2026022129350PALUS                         PALUS                                                 198601011FI196Satakunta                     Satakunda                     886Ulvila              Ulvsby              1
PONOT2026022133300TAMPERE                       TAMPERE                       TRE                     198601011FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2026022137100NOKIA                         NOKIA                                                 199702171FI197Pirkanmaa                     Birkaland                     536Nokia               Nokia               1
PONOT2026022137530LEMPÄÄLÄ                      LEMPÄÄLÄ                                              198601011FI197Pirkanmaa                     Birkaland                     418Lempäälä            Lempäälä            1
PONOT2026022147610KYMENTAKA                     KYMENTAKA                                             198801011FI1C3Päijät-Häme                   Päijänne-Tavastland           142Iitti               Iitti               1
PONOT2026022161270LUOPAJÄRVI                    LUOPAJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2026022167101KOKKOLA                       KARLEBY                                               199611082FI1D5Keski-Pohjanmaa               Mellersta Österbotten         272Kokkola             Karleby             2
PONOT2026022171490AIRAKSELA                     AIRAKSELA                                             198901011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2026022171800SIILINJÄRVI                   SIILINJÄRVI                                           198811011FI1D2Pohjois-Savo                  Norra Savolax                 749Siilinjärvi         Siilinjärvi         1
PONOT2026022176101PIEKSÄMÄKI                    PIEKSÄMÄKI                                            199701012FI1D1Etelä-Savo                    Södra Savolax                 593Pieksämäki          Pieksämäki          1
PONOT2026022197680SAARI-KÄMÄ                    SAARI-KÄMÄ                                            198601011FI1D7Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2026022197880NOLIMO                        NOLIMO                                                198601011FI1D7Lappi                         Lappland                      614Posio               Posio               1
PONOT2026022104680HIRVIHAARA                    HIRVIHAARA                                            198601011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            505Mäntsälä            Mäntsälä            1
PONOT2026022122411GODBY                         GODBY                                                 198810012FI200Ahvenanmaa                    Åland                         060Finström            Finström            4
PONOT2026022133520TAMPERE                       TAMPERE                       TRE                     198601011FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2026022137830AKAA                          AKAA                                                  201212281FI197Pirkanmaa                     Birkaland                     020Akaa                Akaa                1
PONOT2026022141270LANNEVESI                     LANNEVESI                                             198601011FI193Keski-Suomi                   Mellersta Finland             729Saarijärvi          Saarijärvi          1
PONOT2026022158140AHVENSALMI                    AHVENSALMI                                            198601011FI1D1Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2026022165201VAASA                         VASA                                                  199701302FI195Pohjanmaa                     Österbotten                   905Vaasa               Vasa                2
PONOT2026022166260SVARVAR                       SVARVAR                                               198610011FI195Pohjanmaa                     Österbotten                   475Maalahti            Malax               2
PONOT2026022185200ALAVIESKA                     ALAVIESKA                                             198811011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             009Alavieska           Alavieska           1
PONOT2026022189601SUOMUSSALMI                   SUOMUSSALMI                                           199510112FI1D8Kainuu                        Kajanaland                    777Suomussalmi         Suomussalmi         1
PONOT2026022195315TÖRMÄ                         TÖRMÄ                                                 199009011FI1D7Lappi                         Lappland                      241Keminmaa            Keminmaa            1
PONOT2026022115550NASTOLA                       NASTOLA                                               198811011FI1C3Päijät-Häme                   Päijänne-Tavastland           398Lahti               Lahtis              1
PONOT2026022123101MYNÄMÄKI                      MYNÄMÄKI                                              200512162FI1C1Varsinais-Suomi               Egentliga Finland             503Mynämäki            Mynämäki            1
PONOT2026022133801TAMPERE                       TAMPERE                                               200801312FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2026022162295KAUHAJÄRVI                    KAUHAJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             408Lapua               Lappo               1
PONOT2026022165470RIMAL                         RIMAL                                                 198610011FI195Pohjanmaa                     Österbotten                   499Mustasaari          Korsholm            2
PONOT2026022181390REVONKYLÄ                     REVONKYLÄ                                             199612311FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2026022185660NIVALA                        NIVALA                                                201603011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             535Nivala              Nivala              1
PONOT2026022193170PUDASJÄRVI                    PUDASJÄRVI                                            200609011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             615Pudasjärvi          Pudasjärvi          1
PONOT2026022193590VANHALA                       VANHALA                                               198601011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             832Taivalkoski         Taivalkoski         1
PONOT2026022122140MARIEHAMN                     MARIEHAMN                                             200210081FI200Ahvenanmaa                    Åland                         170Jomala              Jomala              4
PONOT2026022107190HALKIA                        HALKIA                                                198601011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            611Pornainen           Borgnäs             1
PONOT2026022115871HOLLOLA                       HOLLOLA                                               199001012FI1C3Päijät-Häme                   Päijänne-Tavastland           098Hollola             Hollola             1
PONOT2026022120500TURKU                         ÅBO                           TKU                     198811011FI1C1Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2026022120751TURKU                         ÅBO                                                   199511012FI1C1Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2026022123800LAITILA                       LAITILA                                               200512161FI1C1Varsinais-Suomi               Egentliga Finland             400Laitila             Laitila             1
PONOT2026022128260HARJUNPÄÄ                     HARJUNPÄÄ                                             198601011FI196Satakunta                     Satakunda                     886Ulvila              Ulvsby              1
PONOT2026022128760PORI                          PORI                          PR                      198811011FI196Satakunta                     Satakunda                     609Pori                Björneborg          1
PONOT2026022132801KOKEMÄKI                      KOKEMÄKI                                              199702102FI196Satakunta                     Satakunda                     271Kokemäki            Kumo                1
PONOT2026022145101KOUVOLA                       KOUVOLA                                               199701222FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2026022149840MÄNTLAHTI                     MÄNTLAHTI                                             198601011FI1C4Kymenlaakso                   Kymmenedalen                  075Hamina              Fredrikshamn        1
PONOT2026022161380POLVENKYLÄ                    POLVENKYLÄ                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2026022166201KORSNÄS                       KORSNÄS                                               199711042FI195Pohjanmaa                     Österbotten                   280Korsnäs             Korsnäs             2
PONOT2026022169601KAUSTINEN                     KAUSTINEN                                             200512162FI1D5Keski-Pohjanmaa               Mellersta Österbotten         236Kaustinen           Kaustby             1
PONOT2026022173301NILSIÄ                        NILSIÄ                                                199701012FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2026022133730TAMPERE                       TAMPERE                       TRE                     199403151FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2026022149411POITSILA                      POITSILA                                              199601012FI1C4Kymenlaakso                   Kymmenedalen                  075Hamina              Fredrikshamn        1
PONOT2026022162280MUSTAMAA                      MUSTAMAA                                              198601011FI194Etelä-Pohjanmaa               Södra Österbotten             408Lapua               Lappo               1
PONOT2026022181330LUHTAPOHJA                    LUHTAPOHJA                                            198601011FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2026022185620NIVALA                        NIVALA                                                201603011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             535Nivala              Nivala              1
PONOT2026022193440LOUKUSA                       LOUKUSA                                               198601011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             832Taivalkoski         Taivalkoski         1
PONOT2026022107150LAUKKOSKI                     LAUKKOSKI                                             198601011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            611Pornainen           Borgnäs             1
PONOT2026022115860HOLLOLA                       HOLLOLA                                               198711011FI1C3Päijät-Häme                   Päijänne-Tavastland           098Hollola             Hollola             1
PONOT2026022120381TURKU                         ÅBO                                                   199511012FI1C1Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2026022120740TURKU                         ÅBO                           TKU                     198811011FI1C1Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2026022123600KALANTI                       KALANTI                                               199606031FI1C1Varsinais-Suomi               Egentliga Finland             895Uusikaupunki        Nystad              1
PONOT2026022128220PORI                          PORI                          PR                      200010301FI196Satakunta                     Satakunda                     609Pori                Björneborg          1
PONOT2026022140930KINKOMAA                      KINKOMAA                                              198811011FI193Keski-Suomi                   Mellersta Finland             500Muurame             Muurame             1
PONOT2026022144970KORPPINEN                     KORPPINEN                                             198601011FI193Keski-Suomi                   Mellersta Finland             601Pihtipudas          Pihtipudas          1
PONOT2026022149770SALO-MIEHIKKÄLÄ               SALO-MIEHIKKÄLÄ               SALOMIEHIKKL            198601011FI1C4Kymenlaakso                   Kymmenedalen                  489Miehikkälä          Miehikkälä          1
PONOT2026022154850KUUKANNIEMI                   KUUKANNIEMI                                           199706011FI1C5Etelä-Karjala                 Södra Karelen                 416Lemi                Lemi                1
PONOT2026022161350HUISSI                        HUISSI                                                200002011FI194Etelä-Pohjanmaa               Södra Österbotten             145Ilmajoki            Ilmajoki            1
PONOT2026022166141ÖVERMALAX                     ÖVERMALAX                                             199701302FI195Pohjanmaa                     Österbotten                   475Maalahti            Malax               2
PONOT2026022169550KANALA                        KANALA                                                198601011FI1D5Keski-Pohjanmaa               Mellersta Österbotten         074Halsua              Halsua              1
PONOT2026022173250KORPIJÄRVI                    KORPIJÄRVI                                            199602011FI1D2Pohjois-Savo                  Norra Savolax                 402Lapinlahti          Lapinlahti          1
PONOT2026022179660KERISALO                      KERISALO                                              198806281FI1D2Pohjois-Savo                  Norra Savolax                 171Joroinen            Jorois              1
PONOT2026022186210PETÄJÄSKOSKI                  PETÄJÄSKOSKI                                          199005011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             563Oulainen            Oulainen            1
PONOT2026022190240OULU                          OULU                          OU                      198904011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             564Oulu                Uleåborg            1
PONOT2026022102550EVITSKOG                      EVITSKOG                                              198801011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            257Kirkkonummi         Kyrkslätt           2
PONOT2026022107560PUKKILA                       PUKKILA                                               199801121FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            616Pukkila             Pukkila             1
PONOT2026022113700PAROLANNUMMI                  PAROLANNUMMI                                          198810011FI1C2Kanta-Häme                    Egentliga Tavastland          082Hattula             Hattula             1
PONOT2026022135220ERÄJÄRVI                      ERÄJÄRVI                                              199802201FI197Pirkanmaa                     Birkaland                     562Orivesi             Orivesi             1
PONOT2026022155510IMATRA                        IMATRA                                                199606011FI1C5Etelä-Karjala                 Södra Karelen                 153Imatra              Imatra              1
PONOT2026022156640PURNUJÄRVI                    PURNUJÄRVI                                            198601011FI1C5Etelä-Karjala                 Södra Karelen                 689Rautjärvi           Rautjärvi           1
PONOT2026022161630HIRVIJÄRVI                    HIRVIJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2026022173770SÄYNEINEN                     SÄYNEINEN                                             199606171FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2026022196301ROVANIEMI                     ROVANIEMI                                             199509292FI1D7Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2026022199170PULJU                         PULJU                                                 198601011FI1D7Lappi                         Lappland                      261Kittilä             Kittilä             1
PONOT2026022103100NUMMELA                       NUMMELA                                               198811011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            927Vihti               Vichtis             1
PONOT2026022132500ORIPÄÄ                        ORIPÄÄ                                                199611151FI1C1Varsinais-Suomi               Egentliga Finland             561Oripää              Oripää              1
PONOT2026022135700VILPPULA                      VILPPULA                                              198811011FI197Pirkanmaa                     Birkaland                     508Mänttä-Vilppula     Mänttä-Vilppula     1
PONOT2026022139430RÖYHIÖ                        RÖYHIÖ                                                198601011FI197Pirkanmaa                     Birkaland                     143Ikaalinen           Ikalis              1
PONOT2026022143490KANGASAHO                     KANGASAHO                                             198601011FI193Keski-Suomi                   Mellersta Finland             226Karstula            Karstula            1
PONOT2026022151440VUOJALAHTI                    VUOJALAHTI                                            198601011FI1D1Etelä-Savo                    Södra Savolax                 213Kangasniemi         Kangasniemi         1
PONOT2026022170421KUOPIO                        KUOPIO                                                199706012FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2026022197220SINETTÄ                       SINETTÄ                                               199706111FI1D7Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2026022199420PELTOVUOMA                    PELTOVUOMA                                            198601011FI1D7Lappi                         Lappland                      047Enontekiö           Enontekis           1
PONOT2026022199655SATTASVAARA                   SATTASVAARA                                           198601011FI1D7Lappi                         Lappland                      758Sodankylä           Sodankylä           1
PONOT2026022100320HELSINKI                      HELSINGFORS                   HKI         HFORS       199701241FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2026022100500HELSINKI                      HELSINGFORS                   HKI         HFORS       199601291FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2026022100630HELSINKI                      HELSINGFORS                   HKI         HFORS       200008141FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2026022118101HEINOLA                       HEINOLA                                               199001012FI1C3Päijät-Häme                   Päijänne-Tavastland           111Heinola             Heinola             1
PONOT2026022125950ROSALA                        ROSALA                                                199608011FI1C1Varsinais-Suomi               Egentliga Finland             322Kemiönsaari         Kimitoön            2
PONOT2026022130100FORSSA                        FORSSA                        FRS                     199701021FI1C2Kanta-Häme                    Egentliga Tavastland          061Forssa              Forssa              1
PONOT2026022136280PIKONLINNA                    PIKONLINNA                                            198711011FI197Pirkanmaa                     Birkaland                     211Kangasala           Kangasala           1
PONOT2026022140341JYVÄSKYLÄ                     JYVÄSKYLÄ                                             199511032FI193Keski-Suomi                   Mellersta Finland             179Jyväskylä           Jyväskylä           1
PONOT2026022144150ÄÄNEKOSKI                     ÄÄNEKOSKI                                             199609261FI193Keski-Suomi                   Mellersta Finland             992Äänekoski           Äänekoski           1
PONOT2026022148601KOTKA                         KOTKA                                                 200605012FI1C4Kymenlaakso                   Kymmenedalen                  285Kotka               Kotka               1
PONOT2026022163890HAUTAKYLÄ                     HAUTAKYLÄ                                             199811231FI194Etelä-Pohjanmaa               Södra Österbotten             759Soini               Soini               1
PONOT2026022168555BOSUND                        BOSUND                                                199609051FI195Pohjanmaa                     Österbotten                   440Luoto               Larsmo              2
PONOT2026022168870EDSEVÖ                        EDSEVÖ                                                199603111FI195Pohjanmaa                     Österbotten                   599Pedersöre           Pedersöre           1
PONOT2026022183330KAATAMO                       KAATAMO                                               199611111FI1D3Pohjois-Karjala               Norra Karelen                 426Liperi              Liperi              1
PONOT2026022188601SOTKAMO                       SOTKAMO                                               199510112FI1D8Kainuu                        Kajanaland                    765Sotkamo             Sotkamo             1
PONOT2026022191720OTERMA                        OTERMA                                                198601011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             785Vaala               Vaala               1
PONOT2026022195401TORNIO                        TORNIO                                                199511022FI1D7Lappi                         Lappland                      851Tornio              Torneå              1
PONOT2026022100018ILMARINEN                     ILMARINEN                                             199303013FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2026022102280ESPOO                         ESBO                                                  198905011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            049Espoo               Esbo                2
PONOT2026022121620KUUSISTO                      KUUSISTO                                              199602011FI1C1Varsinais-Suomi               Egentliga Finland             202Kaarina             S:t Karins          1
PONOT2026022126820RAUMA                         RAUMA                                                 199604011FI196Satakunta                     Satakunda                     684Rauma               Raumo               1
PONOT2026022131350LIESJÄRVI                     LIESJÄRVI                                             199610011FI1C2Kanta-Häme                    Egentliga Tavastland          834Tammela             Tammela             1
PONOT2026022134450JÄMINKIPOHJA                  JÄMINKIPOHJA                                          199808011FI197Pirkanmaa                     Birkaland                     702Ruovesi             Ruovesi             1
PONOT2026022158700SULKAVA                       SULKAVA                                               198811011FI1D1Etelä-Savo                    Södra Savolax                 768Sulkava             Sulkava             1
PONOT2026022188940KUUMU                         KUUMU                                                 198803181FI1D8Kainuu                        Kajanaland                    290Kuhmo               Kuhmo               1
PONOT2026022192140PATTIJOKI                     PATTIJOKI                                             198811011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             678Raahe               Brahestad           1
PONOT2026022195620AAVASAKSA                     AAVASAKSA                                             199906141FI1D7Lappi                         Lappland                      976Ylitornio           Övertorneå          1
PONOT2026022195800SIEPPIJÄRVI                   SIEPPIJÄRVI                                           199709241FI1D7Lappi                         Lappland                      273Kolari              Kolari              1
PONOT2026022198820VÄRRIÖ                        VÄRRIÖ                                                198601011FI1D7Lappi                         Lappland                      742Savukoski           Savukoski           1
PONOT2026022100053VERO                          SKATT                                                 200702023FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2026022111100RIIHIMÄKI                     RIIHIMÄKI                     RMK                     198801011FI1C2Kanta-Häme                    Egentliga Tavastland          694Riihimäki           Riihimäki           1
PONOT2026022116201ARTJÄRVI                      ARTJÄRVI                                              199001012FI1C3Päijät-Häme                   Päijänne-Tavastland           560Orimattila          Orimattila          1
PONOT2026022121890HAVERI                        HAVERI                                                198902011FI1C1Varsinais-Suomi               Egentliga Finland             636Pöytyä              Pöytyä              1
PONOT2026022127401KIUKAINEN                     KIUKAINEN                                             199410012FI196Satakunta                     Satakunda                     050Eura                Eura                1
PONOT2026022131620LATOVAINIO                    LATOVAINIO                                            198803011FI1C2Kanta-Häme                    Egentliga Tavastland          169Jokioinen           Jockis              1
PONOT2026022145200KOUVOLA                       KOUVOLA                       KVL                     198811011FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2026022153830LAPPEENRANTA                  LAPPEENRANTA                  LPR                     198601011FI1C5Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2026022159410KIRJAVALA                     KIRJAVALA                                             199601291FI1C5Etelä-Karjala                 Södra Karelen                 580Parikkala           Parikkala           1
PONOT2026022162950PAALIJÄRVI                    PAALIJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             005Alajärvi            Alajärvi            1
PONOT2026022172220ELIAKSELA                     ELIAKSELA                                             198909011FI1D2Pohjois-Savo                  Norra Savolax                 844Tervo               Tervo               1
PONOT2026022177380KANTALA                       KANTALA                                               198811011FI1D1Etelä-Savo                    Södra Savolax                 491Mikkeli             S:t Michel          1
PONOT2026022195590TORNIO                        TORNIO                                                201001261FI1D7Lappi                         Lappland                      851Tornio              Torneå              1
PONOT2026022101810LUHTAJOKI                     LUHTAJOKI                                             199005011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            543Nurmijärvi          Nurmijärvi          1
PONOT2026022104480HAARAJOKI                     HAARAJOKI                                             198601011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            186Järvenpää           Träskända           1
PONOT2026022110410ÅMINNEFORS                    ÅMINNEFORS                                            198609231FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            710Raasepori           Raseborg            2
PONOT2026022110901HANKO                         HANGÖ                                                 199702032FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            078Hanko               Hangö               2
PONOT2026022115950LAHTI                         LAHTI                         LH                      198811011FI1C3Päijät-Häme                   Päijänne-Tavastland           398Lahti               Lahtis              1
PONOT2026022121820KUMILA                        KUMILA                                                198902011FI1C1Varsinais-Suomi               Egentliga Finland             636Pöytyä              Pöytyä              1
PONOT2026022153501LAPPEENRANTA                  LAPPEENRANTA                                          199603082FI1C5Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2026022162600LAPPAJÄRVI                    LAPPAJÄRVI                                            198811011FI194Etelä-Pohjanmaa               Södra Österbotten             403Lappajärvi          Lappajärvi          1
PONOT2026022162870VINNI                         VINNI                                                 198601011FI194Etelä-Pohjanmaa               Södra Österbotten             934Vimpeli             Vimpeli             1
PONOT2026022171720KÄÄRMELAHTI                   KÄÄRMELAHTI                                           198705011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2026022177140VANAJA                        VANAJA                                                199610011FI1D1Etelä-Savo                    Södra Savolax                 593Pieksämäki          Pieksämäki          1
PONOT2026022182120KESKIJÄRVI                    KESKIJÄRVI                                            199602011FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2026022182380TOLOSENMÄKI                   TOLOSENMÄKI                                           200004101FI1D3Pohjois-Karjala               Norra Karelen                 260Kitee               Kitee               1
PONOT2026022105401JOKELA                        JOKELA                                                199608122FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            858Tuusula             Tusby               1
PONOT2026022112240HIKIÄ                         HIKIÄ                                                 198810011FI1C2Kanta-Häme                    Egentliga Tavastland          086Hausjärvi           Hausjärvi           1
PONOT2026022116540MERTIE                        MERTIE                                                198601011FI1C3Päijät-Häme                   Päijänne-Tavastland           316Kärkölä             Kärkölä             1
PONOT2026022121160MERIMASKU                     MERIMASKU                                             199911221FI1C1Varsinais-Suomi               Egentliga Finland             529Naantali            Nådendal            1
PONOT2026022133701TAMPERE                       TAMPERE                                               199508032FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2026022138201SASTAMALA                     SASTAMALA                                             200901012FI197Pirkanmaa                     Birkaland                     790Sastamala           Sastamala           1
PONOT2026022141410KANKAINEN                     KANKAINEN                                             198601011FI193Keski-Suomi                   Mellersta Finland             850Toivakka            Toivakka            1
PONOT2026022145701KUUSANKOSKI                   KUUSANKOSKI                                           199701222FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2026022172550SÄVIÄ                         SÄVIÄ                                                 198705011FI1D2Pohjois-Savo                  Norra Savolax                 595Pielavesi           Pielavesi           1
PONOT2026022186790VENETPALO                     VENETPALO                                             198601011FI1D9Pohjois-Pohjanmaa             Norra Österbotten             317Kärsämäki           Kärsämäki           1
PONOT2026022101180KALKKIRANTA                   KALKSTRAND                                            199711011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            753Sipoo               Sibbo               2
PONOT2026022132701HUITTINEN                     HUITTINEN                                             199507062FI196Satakunta                     Satakunda                     102Huittinen           Huittinen           1
