MUUT120260202202601022026020144770VALKEISJ�RVI                  VALKEISJ�RVI                                                                                                                                                                                                                                                                                                                                                                               202601122 
MUUT120260202202601022026020183915VIHTASUO                      VIHTASUO                                                                                                                                                                                                                                                                                                                                                                                   202601122 
MUUT120260202202601022026020113035AVI                           AVI                                                                                                                                                                                      13035LVV                           LVV                                                   109H�meenlinna         Tavastehus          C2Kanta-H�me                    Egentliga Tavastland          202601201 
